Location Type,Item ID,Original Text,Entity Type,Start Offset,End Offset,Review (TP/FP/FN)
Body Paragraph,382,three-month,DATE_TIME,883,894,TP
Body Paragraph,382,"June 30, 2025",DATE,908,921,TP
Body Paragraph,382,2024,DATE_TIME,944,948,TP
Body Paragraph,382,2023,DATE_TIME,953,957,TP
Body Paragraph,386,the periods/ years,DATE_TIME,104,122,TP
Body Paragraph,387,the Fiscal 2024,DATE_TIME,59,74,TP
Body Paragraph,388,India,LOCATION,174,179,TP
Body Paragraph,388,three-month,DATE_TIME,1134,1145,TP
Body Paragraph,388,"June 30, 2025",DATE,1159,1172,TP
Body Paragraph,388,Fiscals 2025,LOCATION,1176,1188,TP
Body Paragraph,388,2024,DATE_TIME,1190,1194,TP
Body Paragraph,388,2023,DATE_TIME,1200,1204,TP
Body Paragraph,389,Maharashtra Sales Tax Department,ORG,743,775,TP
Body Paragraph,389,"the Maharashtra State Tax on Professions, Trades",ORG,782,830,TP
Body Paragraph,389,Callings and Employment Act,ORG,832,859,TP
Body Paragraph,389,1975,DATE_TIME,861,865,TP
Body Paragraph,389,KSH International Private Limited,ORG,984,1017,TP
Body Paragraph,389,the Pune Metropolitan Region Development Authority,ORG,1150,1200,TP
Body Paragraph,398,Net Proceeds,ORG,48,60,TP
Body Paragraph,398,our Supa Facility,LOCATION,197,214,TP
Body Paragraph,400,Supa Facility,PERSON,4,17,TP
Body Paragraph,400,our Supa Facility,LOCATION,42,59,TP
Body Paragraph,400,Chakan,LOCATION,128,134,TP
Body Paragraph,400,Pune,LOCATION,136,140,TP
Body Paragraph,400,Maharashtra,LOCATION,144,155,TP
Body Paragraph,400,the Net Proceeds,ORG,235,251,TP
Body Paragraph,402,Company,ORG,15,22,TP
Body Paragraph,402,the Ministry of Corporate Affairs,ORG,175,208,TP
Body Paragraph,402,MCA Portal,ORG,211,221,TP
Body Paragraph,402,the Registrar of Companies,ORG,264,290,TP
Body Paragraph,408,the Promoter Group,ORG,11,29,TP
Body Paragraph,408,85,DATE_TIME,132,134,TP
Body Paragraph,409,the Registrar of Companies,ORG,88,114,TP
Body Paragraph,409,Kanj and Co LLP,ORG,169,184,TP
Body Paragraph,409,Registrar of Companies,ORG,263,285,TP
Body Paragraph,409,"May 21, 2025",DATE,340,352,TP
Body Paragraph,409,the Practicing Company,ORG,364,386,TP
Body Paragraph,409,the Registrar of Companies,ORG,421,447,TP
Body Paragraph,409,"May 21, 2025",DATE,475,487,TP
Body Paragraph,410,Karunakar N. Bhandary,PERSON,73,94,TP
Body Paragraph,411,Kushal Subbayya Hegde,ORG,36,57,TP
Body Paragraph,411,Narayna B. Shetty,PERSON,59,76,TP
Body Paragraph,411,Jayaram N. Shetty,PERSON,81,98,TP
Body Paragraph,411,MoA,LOCATION,158,161,TP
Body Paragraph,411,"June 29, 1979",DATE,168,181,TP
Body Paragraph,411,Board,ORG,224,229,TP
Body Paragraph,413,"August 25, 1979",DATE,29,44,TP
Body Paragraph,414,RoC,LOCATION,48,51,TP
Body Paragraph,414,three-month,DATE_TIME,77,88,TP
Body Paragraph,414,"June 30, 2025",DATE,102,115,TP
Body Paragraph,414,Fiscals 2025,LOCATION,121,133,TP
Body Paragraph,414,2024,DATE_TIME,135,139,TP
Body Paragraph,414,2023,DATE_TIME,144,148,TP
Body Paragraph,418,Care Analytics and Advisory Private Limited,ORG,154,197,TP
Body Paragraph,419,"December 2, 2024",DATE_OF_BIRTH,99,115,TP
Body Paragraph,419,CareEdge Research,ORG,218,235,TP
Body Paragraph,419,CareEdge Research,ORG,376,393,TP
Body Paragraph,421,Red Herring Prospectus,ORG,188,210,TP
Body Paragraph,421,Red Herring Prospectus,ORG,355,377,TP
Body Paragraph,425,three-month,DATE_TIME,51,62,TP
Body Paragraph,425,"June 30, 2025",DATE,76,89,TP
Body Paragraph,425,2024,DATE_TIME,113,117,TP
Body Paragraph,426,days,DATE_TIME,50,54,TP
Body Paragraph,426,Trade,ORG,60,65,TP
Body Paragraph,426,days,DATE_TIME,77,81,TP
Body Paragraph,426,Trade,ORG,88,93,TP
Body Paragraph,426,days,DATE_TIME,102,106,TP
Body Paragraph,426,days,DATE_TIME,118,122,TP
Body Paragraph,426,COGS,ORG,182,186,TP
Body Paragraph,426,days,DATE_TIME,251,255,TP
Body Paragraph,430,365 or 91 days,DATE_TIME,61,75,TP
Body Paragraph,430,days,DATE_TIME,91,95,TP
Body Paragraph,430,COGS,ORG,138,142,TP
Body Paragraph,430,365 or 91 days,DATE_TIME,157,171,TP
Body Paragraph,434,Kushal Subbayya Hegde,ORG,43,64,TP
Body Paragraph,434,Rajesh Kushal Hegde,PERSON,66,85,TP
Body Paragraph,434,Rohit Kushal Hegde,PERSON,87,105,TP
Body Paragraph,434,Rakhi Girija Shetty,PERSON,110,129,TP
Body Paragraph,436,Sandesh Bhagwat,PERSON,34,49,TP
Body Paragraph,436,Amod Joshi,PERSON,56,66,TP
Body Paragraph,436,CFO,ORG,68,71,TP
Body Paragraph,436,Sarthak Malvadkar,PERSON,73,90,TP
Body Paragraph,436,CS,ORG,92,94,TP
Body Paragraph,436,Ganesh Prasad,PERSON,123,136,TP
Body Paragraph,437,Group Companies,ORG,121,136,TP
Body Paragraph,441,"Company, Promoters or Directors",ORG,41,72,TP
Body Paragraph,442,the Independent Chartered Engineer,ORG,246,280,TP
Body Paragraph,443,three-month,DATE_TIME,144,155,TP
Body Paragraph,443,"June 30, 2025",DATE,169,182,TP
Body Paragraph,443,2024,DATE_TIME,206,210,TP
Body Paragraph,443,2023,DATE_TIME,215,219,TP
Body Paragraph,449,three-month,DATE_TIME,47,58,TP
Body Paragraph,449,"June 30, 2025",DATE,72,85,TP
Body Paragraph,451,annual,DATE_TIME,415,421,TP
Body Paragraph,455,CTC,ORG,98,101,TP
Body Paragraph,462,monthly,DATE_TIME,238,245,TP
Body Paragraph,464,Supa Parner Industrial Park,PERSON,68,95,TP
Body Paragraph,464,Mauje Palve Khurd,PERSON,97,114,TP
Body Paragraph,464,Taluka Parner,PERSON,116,129,TP
Body Paragraph,464,Dist,LOCATION,131,135,TP
Body Paragraph,464,Ahmednagar,LOCATION,139,149,TP
Body Paragraph,464,Maharashtra,ORG,151,162,TP
Body Paragraph,464,414 301,POSTAL_CODE,165,172,TP
Body Paragraph,464,MT,LOCATION,283,285,TP
Body Paragraph,464,MT,LOCATION,371,373,TP
Body Paragraph,464,"September 	19, 2025",DATE,423,442,TP
Body Paragraph,464,the Maharashtra Pollution Control Board for Phase,ORG,467,516,TP
Body Paragraph,464,CTO,ORG,519,522,TP
Body Paragraph,464,September 2025,DATE_TIME,574,588,TP
Body Paragraph,468,Fiscal 2020,DATE_TIME,152,163,TP
Body Paragraph,469,Taloja,LOCATION,130,136,TP
Body Paragraph,469,Maharashtra,ORG,147,158,TP
Body Paragraph,469,Chakan,LOCATION,171,177,TP
Body Paragraph,469,Pune,LOCATION,179,183,TP
Body Paragraph,469,Maharashtra,ORG,186,197,TP
Body Paragraph,469,Supa,LOCATION,321,325,TP
Body Paragraph,469,Ahilyanagar,PERSON,327,338,TP
Body Paragraph,469,Ahmednagar,PERSON,349,359,TP
Body Paragraph,469,Maharashtra,LOCATION,364,375,TP
Body Paragraph,469,Manufacturing Facilities,ORG,488,512,TP
Body Paragraph,469,Supa Facility,PERSON,595,608,TP
Body Paragraph,469,Supa Ahilyanagar,PERSON,711,727,TP
Body Paragraph,469,Ahmednagar,PERSON,738,748,TP
Body Paragraph,469,Maharashtra,ORG,759,770,TP
Body Paragraph,469,Maharashtra,ORG,857,868,TP
Body Paragraph,469,three-month,DATE_TIME,1243,1254,TP
Body Paragraph,469,"June 30, 2025",DATE,1268,1281,TP
Body Paragraph,469,2024,DATE_TIME,1304,1308,TP
Body Paragraph,469,2023,DATE_TIME,1313,1317,TP
Body Paragraph,470,"October 31, 2025",DATE,6,22,TP
Body Paragraph,477,three-month,DATE_TIME,95,106,TP
Body Paragraph,477,"June 30, 2025",DATE,120,133,TP
Body Paragraph,477,Fiscals 2025,LOCATION,138,150,TP
Body Paragraph,477,2024,DATE_TIME,152,156,TP
Body Paragraph,477,2023,DATE_TIME,161,165,TP
Body Paragraph,478,Offer,ORG,230,235,TP
Body Paragraph,478,Offer,ORG,356,361,TP
Body Paragraph,479,ISO 9001:2015,ORG,187,200,TP
Body Paragraph,479,16949,PHONE_NUMBER,455,460,TP
Body Paragraph,480,1952,DATE_TIME,156,160,TP
Body Paragraph,480,1948,DATE_TIME,243,247,TP
Body Paragraph,480,TDS,ORG,293,296,TP
Body Paragraph,480,labour welfare fund,ORG,300,319,TP
Body Paragraph,480,GST,ORG,321,324,TP
Body Paragraph,481,Fiscals,PERSON,120,127,TP
Body Paragraph,493,three-month,DATE_TIME,781,792,TP
Body Paragraph,493,"June 30, 2025",DATE,806,819,TP
Body Paragraph,493,Fiscals 2025,LOCATION,825,837,TP
Body Paragraph,493,2024,DATE_TIME,839,843,TP
Body Paragraph,493,2023,DATE_TIME,848,852,TP
Body Paragraph,493,June 2021,DATE_TIME,929,938,TP
Body Paragraph,500,Fiscals,PERSON,403,410,TP
Body Paragraph,501,MW,ORG,31,33,TP
Body Paragraph,501,our Supa Facility,LOCATION,63,80,TP
Body Paragraph,501,the Net Proceeds,ORG,99,115,TP
Body Paragraph,502,three-month,DATE_TIME,697,708,TP
Body Paragraph,502,"June 30, 2025",DATE,722,735,TP
Body Paragraph,502,Fiscals 2025,LOCATION,740,752,TP
Body Paragraph,502,2024,DATE_TIME,754,758,TP
Body Paragraph,502,2023,DATE_TIME,764,768,TP
Body Paragraph,503,three-month,DATE_TIME,277,288,TP
Body Paragraph,503,"June 30, 2025",DATE,302,315,TP
Body Paragraph,503,Fiscals 2025,LOCATION,321,333,TP
Body Paragraph,503,2024,DATE_TIME,335,339,TP
Body Paragraph,503,2023,DATE_TIME,344,348,TP
Body Paragraph,509,three-month,DATE_TIME,57,68,TP
Body Paragraph,509,"June 30, 2025",DATE,82,95,TP
Body Paragraph,509,Fiscals 2025,LOCATION,99,111,TP
Body Paragraph,509,2023,DATE_TIME,122,126,TP
Body Paragraph,513,"June 30, 2025",DATE,6,19,TP
Body Paragraph,513,three-month,DATE_TIME,134,145,TP
Body Paragraph,513,"June 30, 2025",DATE,159,172,TP
Body Paragraph,513,Fiscals 2025,LOCATION,178,190,TP
Body Paragraph,513,2024,DATE_TIME,192,196,TP
Body Paragraph,513,2023,DATE_TIME,202,206,TP
Body Paragraph,514,₹4.49 million,ORG,0,13,TP
Body Paragraph,514,₹12.62 million,ORG,15,29,TP
Body Paragraph,514,years,DATE_TIME,181,186,TP
Body Paragraph,515,Care Ratings Limited,ORG,119,139,TP
Body Paragraph,515,three-month,DATE_TIME,148,159,TP
Body Paragraph,515,"June 30, 2025",DATE,173,186,TP
Body Paragraph,515,Fiscals 2025,LOCATION,188,200,TP
Body Paragraph,515,2024,DATE_TIME,202,206,TP
Body Paragraph,520,USD,LOCATION,340,343,TP
Body Paragraph,520,EURO,ORG,345,349,TP
Body Paragraph,520,SEK,LOCATION,354,357,TP
Body Paragraph,524,three-month,DATE_TIME,570,581,TP
Body Paragraph,524,"June 30, 2025",DATE,595,608,TP
Body Paragraph,524,Fiscals 2025,LOCATION,613,625,TP
Body Paragraph,524,2024,DATE_TIME,627,631,TP
Body Paragraph,524,2023,DATE_TIME,636,640,TP
Body Paragraph,525,three-month,DATE_TIME,258,269,TP
Body Paragraph,525,"June 30, 2025",DATE,283,296,TP
Body Paragraph,525,Fiscals 2025,LOCATION,302,314,TP
Body Paragraph,525,2024,DATE_TIME,316,320,TP
Body Paragraph,525,2023,DATE_TIME,325,329,TP
Body Paragraph,528,three-month,DATE_TIME,582,593,TP
Body Paragraph,528,"June 30, 2025",DATE,607,620,TP
Body Paragraph,528,Fiscals 2025,LOCATION,625,637,TP
Body Paragraph,528,2024,DATE_TIME,639,643,TP
Body Paragraph,528,2023,DATE_TIME,648,652,TP
Body Paragraph,529,Corporate Office,ORG,67,83,TP
Body Paragraph,529,Chakan,LOCATION,150,156,TP
Body Paragraph,529,Pune,LOCATION,158,162,TP
Body Paragraph,529,Maharashtra,ORG,164,175,TP
Body Paragraph,529,a period of,DATE_TIME,205,216,TP
Body Paragraph,529,three years,DATE_TIME,217,228,TP
Body Paragraph,529,"August 2, 2023",DATE,246,260,TP
Body Paragraph,534,Offer,ORG,55,60,TP
Body Paragraph,535,Bank,ORG,83,87,TP
Body Paragraph,535,the Net Proceeds,ORG,93,109,TP
Body Paragraph,544,three-month,DATE_TIME,1786,1797,TP
Body Paragraph,544,"June 30, 2025",DATE,1811,1824,TP
Body Paragraph,544,Fiscals 2025,LOCATION,1828,1840,TP
Body Paragraph,544,2024,DATE_TIME,1842,1846,TP
Body Paragraph,544,2023,DATE_TIME,1851,1855,TP
Body Paragraph,549,Individual Promoters Kushal Subbayya Hegde,ORG,18,60,TP
Body Paragraph,549,Pushpa Kushal Hegde,PERSON,62,81,TP
Body Paragraph,549,Rajesh Kushal Hegde,PERSON,83,102,TP
Body Paragraph,549,Rohit Kushal Hegde,PERSON,104,122,TP
Body Paragraph,549,Rakhi Girija Shetty,PERSON,127,146,TP
Body Paragraph,549,Promoter Group,ORG,212,226,TP
Body Paragraph,550,Individual Promoters,ORG,68,88,TP
Body Paragraph,551,three-month,DATE_TIME,627,638,TP
Body Paragraph,551,"June 30, 2025",DATE_OF_BIRTH,652,665,TP
Body Paragraph,551,2024,DATE_TIME,689,693,TP
Body Paragraph,551,2023,DATE_TIME,698,702,TP
Body Paragraph,553,Fiscals,PERSON,114,121,TP
Body Paragraph,562,Board,ORG,51,56,TP
Body Paragraph,562,Independent Directors,ORG,139,160,TP
Body Paragraph,562,several years,DATE_TIME,237,250,TP
Body Paragraph,562,Independent Directors,ORG,329,350,TP
Body Paragraph,562,Dinesh Hirachand Munot,PERSON,359,381,TP
Body Paragraph,562,Ajay Shriram Patil,PERSON,386,404,TP
Body Paragraph,562,India,LOCATION,524,529,TP
Body Paragraph,562,India,LOCATION,541,546,TP
Body Paragraph,564,the Board of Directors,ORG,13,35,TP
Body Paragraph,565,three-month,DATE_TIME,11,22,TP
Body Paragraph,565,"June 30, 2025",DATE,36,49,TP
Body Paragraph,565,Fiscals,ORG,71,78,TP
Body Paragraph,565,India,LOCATION,156,161,TP
Body Paragraph,566,Supa Facility,PERSON,82,95,TP
Body Paragraph,566,the Maharashtra State Government,ORG,134,166,TP
Body Paragraph,566,the Maharashtra Industrial Policy,ORG,173,206,TP
Body Paragraph,566,2019,DATE_TIME,208,212,TP
Body Paragraph,566,MIP,ORG,386,389,TP
Body Paragraph,566,GST,ORG,434,437,TP
Body Paragraph,566,Maharashtra,ORG,466,477,TP
Body Paragraph,571,"February 5, 2025",DATE,17,33,TP
Body Paragraph,573,Waterloo Motors Private Limited,ORG,70,101,TP
Body Paragraph,573,Project Management Services Private Limited,ORG,112,155,TP
Body Paragraph,573,Kushal Motors,ORG,327,340,TP
Body Paragraph,573,Electricals Private Limited,ORG,345,372,TP
Body Paragraph,573,Waterloo Industrial Park I Private Limited,LOCATION,381,423,TP
Body Paragraph,573,Waterloo Industrial Park II Private Limited,LOCATION,430,473,TP
Body Paragraph,573,Waterloo Industrial Park III Private Limited,LOCATION,479,523,TP
Body Paragraph,573,Waterloo Industrial Park IV Private Limited,ORG,530,573,TP
Body Paragraph,573,Waterloo Industrial Park V Private Limited,LOCATION,581,623,TP
Body Paragraph,573,Waterloo Industrial Park VI Private Limited,ORG,632,675,TP
Body Paragraph,573,Waterloo Industrial Park VIII Private Limited,LOCATION,683,728,TP
Body Paragraph,573,xv,ORG,731,733,TP
Body Paragraph,573,Waterloo Industrial Park IX Private Limited,LOCATION,735,778,TP
Body Paragraph,573,Waterloo Industrial Park IX,LOCATION,786,813,TP
Body Paragraph,573,xvii,ORG,834,838,TP
Body Paragraph,573,Waterloo Industrial Park IX,LOCATION,840,867,TP
Body Paragraph,573,Private Limited,ORG,870,885,TP
Body Paragraph,573,"May 22, 2025",DATE,1012,1024,TP
Body Paragraph,573,"November 27, 2025",DATE,1071,1088,TP
Body Paragraph,573,the Group Entities,ORG,1232,1250,TP
Body Paragraph,575,three-month,DATE_TIME,919,930,TP
Body Paragraph,575,"June 30, 2025",DATE,944,957,TP
Body Paragraph,575,Fiscals 2025,LOCATION,961,973,TP
Body Paragraph,575,2024,DATE_TIME,975,979,TP
Body Paragraph,575,2023,DATE_TIME,984,988,TP
Body Paragraph,581,Capital Work in Progress and Inventory,ORG,41,79,TP
Body Paragraph,581,Freehold Land and Leasehold Land,ORG,94,126,TP
Body Paragraph,581,Bank Balances,ORG,163,176,TP
Body Paragraph,581,Bank Balances and Advances and Other Assets,ORG,184,227,TP
Body Paragraph,581,Marine Insurance,ORG,266,282,TP
Body Paragraph,581,Transit Insurance and Burglary Policies,ORG,284,323,TP
Body Paragraph,582,three-month,DATE_TIME,730,741,TP
Body Paragraph,582,"June 30, 2025",DATE,755,768,TP
Body Paragraph,582,"Fiscal 2025, 2024",DATE_TIME,774,791,TP
Body Paragraph,583,Company,ORG,13,20,TP
Body Paragraph,583,"January 14, 2025",DATE,91,107,TP
Body Paragraph,588,Offer,ORG,577,582,TP
Body Paragraph,595,the Fiscals 2025,ORG,133,149,TP
Body Paragraph,595,2024,DATE_TIME,151,155,TP
Body Paragraph,595,2023,DATE_TIME,157,161,TP
Body Paragraph,595,three-month,DATE_TIME,174,185,TP
Body Paragraph,595,"June 30, 2025",DATE,199,212,TP
Body Paragraph,595,Audit Committee,ORG,875,890,TP
Body Paragraph,595,Board,ORG,892,897,TP
Body Paragraph,595,2013,DATE_TIME,967,971,TP
Body Paragraph,595,SEBI,ORG,1037,1041,TP
Body Paragraph,596,the Promoter Group,ORG,76,94,TP
Body Paragraph,596,Equity Share,ORG,135,147,TP
Body Paragraph,596,Offer,ORG,302,307,TP
Body Paragraph,596,Promoter Group,ORG,349,363,TP
Body Paragraph,596,Board,ORG,617,622,TP
Body Paragraph,596,the Promoter Group,ORG,1188,1206,TP
Body Paragraph,596,the Promoter Group,ORG,1343,1361,TP
Body Paragraph,597,"December 20, 2021",DATE,1650,1667,TP
Body Paragraph,597,Cloud Services Vendor,ORG,1808,1829,TP
Body Paragraph,597,three-month,DATE_TIME,2023,2034,TP
Body Paragraph,597,"June 30, 2025",DATE,2048,2061,TP
Body Paragraph,597,Fiscals 2025,LOCATION,2066,2078,TP
Body Paragraph,597,2024,DATE_TIME,2080,2084,TP
Body Paragraph,597,2023,DATE_TIME,2089,2093,TP
Body Paragraph,601,Supa Facility,PERSON,319,332,TP
Body Paragraph,601,Chakan,LOCATION,398,404,TP
Body Paragraph,601,Pune,LOCATION,406,410,TP
Body Paragraph,601,Maharashtra,LOCATION,414,425,TP
Body Paragraph,601,Supa Facility,PERSON,586,599,TP
Body Paragraph,601,Offer,ORG,689,694,TP
Body Paragraph,601,the Net Proceeds,ORG,873,889,TP
Body Paragraph,601,Board,ORG,923,928,TP
Body Paragraph,601,the SEBI ICDR Regulations,ORG,1039,1064,TP
Body Paragraph,601,2013,DATE_TIME,1362,1366,TP
Body Paragraph,601,the SEBI ICDR Regulations,ORG,1371,1396,TP
Body Paragraph,601,the Net Proceeds,ORG,1684,1700,TP
Body Paragraph,601,Offer,ORG,2085,2090,TP
Body Paragraph,601,SEBI,ORG,2131,2135,TP
Body Paragraph,602,the Net Proceeds,ORG,207,223,TP
Body Paragraph,602,Offer,ORG,542,547,TP
Body Paragraph,602,Company,ORG,687,694,TP
Body Paragraph,602,Net Proceeds,ORG,811,823,TP
Body Paragraph,605,Fiscals,ORG,61,68,TP
Body Paragraph,606,Kushal Subbayya Hegde,ORG,47,68,TP
Body Paragraph,606,Pushpa Hegde,PERSON,88,100,TP
Body Paragraph,610,the Promoter Selling Shareholders,ORG,62,95,TP
Body Paragraph,610,the Offer for Sale,ORG,177,195,TP
Body Paragraph,610,the Offer for Sale,ORG,302,320,TP
Body Paragraph,610,106,DATE_TIME,406,409,TP
Body Paragraph,618,"May 6, 2025",DATE,30,41,TP
Body Paragraph,618,Board,ORG,56,61,TP
Body Paragraph,618,the Promoter Selling Shareholders,ORG,98,131,TP
Body Paragraph,618,the Offer for Sale,ORG,150,168,TP
Body Paragraph,618,"May 6, 2025",DATE,202,213,TP
Body Paragraph,618,IPO Committee,ORG,218,231,TP
Body Paragraph,618,the Promoter Selling Shareholders,ORG,280,313,TP
Body Paragraph,618,"May 22, 2025",DATE,348,360,TP
Body Paragraph,618,"December 6, 2025",DATE,365,381,TP
Body Paragraph,621,the Offer for Sale,ORG,8,26,TP
Body Paragraph,621,the SEBI ICDR Regulations,ORG,39,64,TP
Body Paragraph,621,the Promoter Selling Shareholders,ORG,74,107,TP
Body Paragraph,621,Offer,ORG,360,365,TP
Body Paragraph,622,the Offer Price,ORG,54,69,TP
Body Paragraph,622,the Designated Stock Exchange,ORG,337,366,TP
Body Paragraph,622,the Securities Contracts (Regulation) Rules,ORG,543,586,TP
Body Paragraph,622,1957,DATE_TIME,588,592,TP
Body Paragraph,625,Anchor Investors,ORG,53,69,TP
Body Paragraph,625,Non-Institutional Investors,ORG,79,106,TP
Body Paragraph,625,Retail Individual Investors,ORG,111,138,TP
Body Paragraph,625,the Offer Price,ORG,223,238,TP
Body Paragraph,625,Retail Individual Investors,ORG,263,290,TP
Body Paragraph,625,the Retail Portion,ORG,380,398,TP
Body Paragraph,625,Non-Institutional Investors,ORG,564,591,TP
Body Paragraph,626,Institutional Portion,ORG,0,21,TP
Body Paragraph,627,the Non-Institutional Portion,ORG,3,32,TP
Body Paragraph,627,Non-Institutional Portion,ORG,193,218,TP
Body Paragraph,627,Non-Institutional Portion,ORG,276,301,TP
Body Paragraph,627,Non-Institutional Investors,ORG,326,353,TP
Body Paragraph,627,the Non-Institutional Portion,ORG,451,480,TP
Body Paragraph,628,Life Insurance Companies and Pension 	Funds,ORG,417,460,TP
Body Paragraph,628,Life Insurance Companies and Pension Funds,ORG,527,569,TP
Body Paragraph,628,the Life Insurance Companies and Pension Funds,ORG,663,709,TP
Body Paragraph,628,QIB,ORG,1193,1196,TP
Body Paragraph,628,Mutual Funds,ORG,1247,1259,TP
Body Paragraph,628,the Offer Price,ORG,1310,1325,TP
Body Paragraph,628,Allotment,ORG,1452,1461,TP
Body Paragraph,628,the Mutual Fund Portion,ORG,1465,1488,TP
Body Paragraph,628,QIB,ORG,1564,1567,TP
Body Paragraph,632,the Restated Financial Statements,ORG,108,141,TP
Body Paragraph,637,KSH International Limited,ORG,0,25,TP
Body Paragraph,638,Village Birdewadi,LOCATION,21,38,TP
Body Paragraph,638,Chakan,LOCATION,40,46,TP
Body Paragraph,638,Taluka-Khed,PERSON,48,59,TP
Body Paragraph,638,410 501,POSTAL_CODE,68,75,TP
Body Paragraph,638,Maharashtra,LOCATION,77,88,TP
Body Paragraph,640,Corporate Office,ORG,0,16,TP
Body Paragraph,642,Montreal Business Centre,ORG,14,38,TP
Body Paragraph,642,Baner,LOCATION,58,63,TP
Body Paragraph,642,411 045,POSTAL_CODE,70,77,TP
Body Paragraph,642,Maharashtra,LOCATION,79,90,TP
Body Paragraph,642,India,LOCATION,92,97,TP
Body Paragraph,644,141032,POSTAL_CODE,26,32,TP
Body Paragraph,646,RoC,LOCATION,15,18,TP
Body Paragraph,647,the Registrar of Companies,ORG,31,57,TP
Body Paragraph,647,Maharashtra at Pune,ORG,59,78,TP
Body Paragraph,648,Registrar of Companies,ORG,0,22,TP
Body Paragraph,648,Maharashtra,ORG,24,35,TP
Body Paragraph,649,"PCNTDA Green Building 
Block",ORG,0,28,TP
Body Paragraph,649,Near Akurdi Railway Station,LOCATION,50,77,TP
Body Paragraph,649,Akurdi,LOCATION,79,85,TP
Body Paragraph,649,Pune,LOCATION,87,91,TP
Body Paragraph,649,411 044,POSTAL_CODE,94,101,TP
Body Paragraph,649,Maharashtra,LOCATION,103,114,TP
Body Paragraph,649,India,LOCATION,116,121,TP
Body Paragraph,650,Board of Directors,ORG,0,18,TP
Body Paragraph,651,our Board of Directors,ORG,50,72,TP
Body Paragraph,654,our Board of Directors,ORG,42,64,TP
Body Paragraph,657,Sarthak Malvadkar,PERSON,42,59,TP
Body Paragraph,657,Company,ORG,67,74,TP
Body Paragraph,658,11/5,DATE_TIME,20,24,TP
Body Paragraph,658,Village Birdewadi,ORG,26,43,TP
Body Paragraph,659,Taluka Khed,PERSON,0,11,TP
Body Paragraph,659,"District 
Pune",LOCATION,13,27,TP
